ID,Nama Bahan,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
4416,"Minuman beralkohol, suling, semua (gin, rum, vodka, wiski) 94 bukti","60,30",275,-,-,-,-,-,-,-,"0,04",-,4,2,1,"0,04","0,021","0,018",-,-,"0,006","0,004","0,013",-,"0,001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4417,"Minuman beralkohol, suling, semua (gin, rum, vodka, wiski) 100 bukti","57,50",295,-,-,"0,01",-,-,-,-,"0,04",-,4,2,1,"0,04","0,021","0,018",-,-,"0,006","0,004","0,013",-,"0,001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4418,"Minuman beralkohol, minuman keras, kopi, 63 bukti","41,40",308,"0,10","0,30","0,10","32,20",-,"32,20",1,"0,06",3,6,30,8,"0,03","0,040","0,017","0,3",-,"0,004","0,012","0,144",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,106","0,022","0,105",-
4419,"Minuman beralkohol, anggur, makanan penutup, kering","72,53",152,"0,20",-,"0,30","11,67",-,"1,09",8,"0,24",9,9,92,9,"0,07","0,045","0,119","0,5",-,"0,018","0,018","0,213","0,032",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4420,"Minuman berkarbonasi, rendah kalori, selain cola atau lada, dengan sodium sakarin, tanpa kafein","99,80",-,-,-,"0,10","0,10",-,-,4,"0,04",1,-,2,16,"0,05","0,025","0,017",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4421,"Campuran kakao, dengan aspt, rendah kalori, bubuk, dengan menambahkan kalsium fosfor, tanpa menambahkan natrium atau vitamin A","3,40",359,"25,10","3,00","10,50","58,00","1,1","55,58",1.44,"4,96",208,1.63,2.702,653,"3,44","0,730","0,665","24,0",-,"0,267","1,400","1,084","3,826","0,318",27,176,"2,78",1.6,479,479,-,1,-,-,-,"0,21",-,-,"4,2","1,777","0,979","0,088","11,00"
4422,"Minuman rasa buah, bubuk, tanpa tambahan sodium, disiapkan dengan air","90,35",37,-,"0,01","0,17","9,47",-,"9,23",17,"0,05",1,-,1,7,"0,02","0,021","0,003","0,1","11,8",-,"0,002","0,001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,006","0,001","0,001",-
4423,"Limun, konsentrat beku, merah muda","50,09",192,"0,22","0,69","0,14","48,86","0,3","46,46",8,"0,08",7,7,76,4,"0,03","0,011","0,014",-,"14,1","0,017",-,"0,120","0,105","0,015",11,2,-,-,-,-,-,-,-,-,-,"0,07",-,-,"0,1","0,026","0,008","0,059",-
4424,"Minuman, limun, konsentrat beku, merah muda, disiapkan dengan air","88,88",43,"0,05","0,15","0,11","10,81","0,1","10,28",4,"0,02",2,2,17,4,"0,01","0,010","0,003",-,"3,1","0,004",-,"0,027","0,023","0,003",2,"0,4",-,-,-,-,-,-,-,-,-,"0,02",-,-,-,"0,006","0,002","0,013",-
4425,"Minuman, teh, hitam, diseduh, disiapkan dengan air suling","99,70",1,-,-,"0,02","0,30",-,-,-,"0,01",1,1,21,-,"0,01","0,008","0,219",-,-,-,"0,014",-,"0,011",-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,002","0,001","0,004",-
4426,"Chamomile, teh, ramuan, diseduh","99,70",1,-,-,"0,01","0,20",-,-,2,"0,08",1,-,9,1,"0,04","0,015","0,044",-,-,"0,010","0,004",-,"0,011",-,1,-,-,20,1,-,-,12,-,-,-,-,-,-,-,"0,002","0,001","0,005",-
4427,"Minuman, teh, instan, lemon, dengan tambahan asam askorbat","0,30",385,"0,60","0,30","1,10","97,60",-,-,3,"0,16",11,14,217,5,"0,10","0,025","2,965","0,7","100,0",-,"0,200","0,407","0,110","0,022",43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,037","0,011","0,091",-
4428,"Minuman beralkohol, suling, semua (gin, rum, vodka, wiski) 86 bukti","63,90",250,-,-,"0,01","0,10",-,-,-,"0,04",-,4,2,1,"0,04","0,021","0,018",-,-,"0,006","0,004","0,013",-,"0,001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4429,"Minuman beralkohol, suling, semua (gin, rum, vodka, wiski) 90 bukti","62,10",263,-,-,"0,01",-,-,-,-,"0,04",-,4,2,1,"0,04","0,021","0,018",-,-,"0,006","0,004","0,013",-,"0,001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4430,"Minuman berkarbonasi, soda rasa cokelat","89,20",42,-,-,"0,10","10,70",-,"10,70",4,"0,10",1,1,50,4,"0,16","0,013","0,036","0,1",-,-,-,-,-,-,-,"0,3",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4431,"Minuman, Anggur, non-alkohol","98,20",6,"0,50",-,"0,20","1,10",-,"1,10",9,"0,40",10,15,88,7,"0,08","0,011",-,"0,2",-,-,"0,010","0,100",-,"0,020",1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4432,"Air, botolan, generik","99,98",-,-,-,"0,07",-,-,-,10,-,2,-,-,2,-,"0,007",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4433,"Campuran minuman rasa cokelat untuk susu, bubuk, dengan tambahan nutrisi","1,10",400,"4,55","2,27","1,80","90,28","4,5","81,82",455,-,53,86,280,136,"6,82","0,909","0,707","1,9","27,3","0,009","0,056","0,199",-,"0,909",4,3,-,2,-,-,-,-,-,-,-,"0,04",-,-,"0,9","2,273",-,-,-
4434,"Campuran minuman rasa cokelat dengan tambahan nutrisi, disajikan dengan susu murni","80,93",89,"3,27","3,17","0,77","11,87","0,4","11,59",141,"0,03",14,84,144,50,"0,91","0,098","0,062","3,5","2,3","0,043","0,159","0,098","0,342","0,108",5,13,"0,41",148,42,41,-,6,-,-,-,"0,07","1,2",47,"0,3","1,899","0,745","0,178","10,00"
4435,"Air, Botol, Tidak Berkarbonasi, Evian","99,97",-,-,-,"0,05",-,-,-,8,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4436,"Minuman, Powerade Zero Ion4, bebas kalori, berbagai macam rasa","99,89",-,-,-,"0,14",-,-,-,2,"0,05",1,-,10,42,"0,01","0,006",-,-,"2,5","0,011",-,"0,845",-,"0,056",-,-,"0,17",-,-,-,-,-,-,-,-,"0,57",-,-,"0,2",-,-,-,-
4437,"Minuman, Wendy's, Teh, Siap Minum, Tanpa Pemanis","99,79",1,"0,22",-,"0,04",-,-,-,2,-,1,1,14,3,"0,01","0,008","0,136",-,-,"0,018","0,024",-,"0,009",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4438,"Minuman Beralkohol, anggur, meja, merah, Merlot","86,59",83,"0,07",-,"0,27","2,51",-,"0,62",8,"0,46",12,23,127,4,"0,14","0,011","0,132","0,2",-,"0,005","0,031","0,224","0,030","0,057",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4439,"Air, non-karbonasi, botol, rasa buah alami, dipermanis dengan pemanis rendah kalori","99,85",1,-,-,"0,02","0,13",-,-,1,-,-,-,4,14,-,-,"0,003",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4440,"Minuman, Air dengan tambahan vitamin dan mineral, botol, rasa buah manis, bermacam-macam","94,44",22,-,-,"0,07","5,49",-,"5,49",17,-,3,-,-,-,"0,32","0,007",-,-,"12,7",-,-,"0,844","0,422","0,084",8,-,"0,25",105,32,32,-,-,-,-,-,"1,90",-,-,-,-,-,-,-
4441,"V8 Splash Minuman Jus, Diet Berry Blend","98,70",4,-,-,"0,07","1,23",-,"0,41",-,-,-,-,33,14,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4442,"V8 Splash Minuman Jus, Diet Buah Medley","98,80",4,-,-,"0,10","1,26",-,"0,84",-,-,-,-,15,13,-,-,-,-,"25,2",-,-,-,-,-,-,-,-,2.101,-,-,-,-,-,-,-,"1,13",-,-,-,-,-,-,-
4443,"V8 Splash Minuman Jus, Diet Strawberry Kiwi","98,80",4,-,-,"0,10","1,26",-,"0,84",8,"0,30",-,-,15,13,-,-,-,-,"25,2",-,-,-,-,-,-,-,-,2.101,-,-,-,-,-,-,-,"1,13",-,-,-,-,-,-,-
4444,"V8 Splash Minuman Jus, Diet Tropical Blend","98,80",4,-,-,"0,10","1,26",-,"0,42",-,-,-,-,34,15,-,-,-,-,"25,2",-,-,-,-,-,-,-,-,2.101,-,-,-,-,-,-,-,"1,13",-,-,-,-,-,-,-
4445,"V8 Splash Minuman Jus, Berry Blend","92,20",29,-,-,"0,39","7,41",-,"7,41",-,-,-,-,14,21,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4446,"V8 Splash Minuman Jus, Buah Medley","91,80",33,-,-,"0,38","7,82",-,"7,82",-,-,-,-,10,21,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4447,"V8 Splash Minuman Jus, Buah Gairah Jambu","91,90",33,-,-,"0,28","7,82",-,"7,82",-,-,-,-,12,14,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4448,"V8 Splash Minuman Jus, Persik Mangga","91,60",33,-,-,"0,17","8,23",-,"8,23",-,-,-,-,12,16,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4449,"V8 Splash Minuman Jus, Jeruk Nanas","91,90",29,-,-,"0,69","7,41",-,"7,41",-,-,-,-,10,21,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4450,"V8 Splash Minuman Jus, Campuran Kebun","92,20",33,-,-,"0,10","7,82",-,"7,82",-,-,-,-,10,21,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4451,"V8 Splash Minuman Jus, Pisang Stroberi","92,20",29,-,-,"0,39","7,41",-,"7,41",-,-,-,-,8,21,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4452,"V8 Splash Minuman Jus, Strawberry Kiwi","92,40",29,-,-,"0,19","7,41",-,"7,41",-,-,-,-,14,21,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4453,"V8 Splash Minuman Jus, Blend Tropis","92,40",29,-,-,"0,19","7,41",-,"7,41",-,-,-,-,12,21,-,-,-,-,"24,7",-,-,-,-,-,-,-,-,2.058,-,-,-,-,-,-,-,"1,11",-,-,-,-,-,-,-
4454,"V8 V. Jus Fusion, Peach Mango","87,80",49,"0,41",-,"0,41","11,38",-,"10,57",8,"0,15",7,-,85,28,-,-,-,-,"24,4",-,-,-,-,"0,016",3,-,-,407,-,-,-,-,-,-,-,"0,55",-,-,-,-,-,-,-
4455,"V8 V. Jus Fusion, Pisang Stroberi","87,90",49,"0,41",-,"0,10","11,79",-,"10,16",8,"0,15",7,-,102,28,-,-,-,-,"24,4",-,-,-,-,"0,016",3,-,-,813,-,-,-,-,-,-,-,"0,55",-,-,-,-,-,-,-
4456,"V8 V. Jus Fusion, Tropis","88,00",49,"0,41",-,"0,21","11,38",-,"10,16",8,"0,15",7,-,118,33,-,-,-,-,"24,4",-,-,-,-,"0,016",3,-,-,1.626,-,-,-,-,-,-,-,"0,55",-,-,-,-,-,-,-
4457,"V8 V. Jus Fusion, Acai Berry","88,40",45,-,-,"0,62","10,98",-,"10,57",1,"0,81",-,-,98,28,-,-,-,-,"40,7",-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,"1,83",-,-,-,-,-,-,-
4458,"Minuman Berenergi, Amp","87,30",46,"0,25","0,08","0,28","12,08",-,"12,08",13,"0,02",3,17,3,27,-,"0,005",-,"0,2",-,"0,025","0,340","2,000","1,000","0,200",-,"0,3","0,60",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4459,"Minuman Berenergi, Throttle Penuh","87,30",46,"0,25","0,08","0,28","12,08",-,"12,08",13,"0,02",3,-,3,35,-,"0,005",-,"0,2",-,"0,025",-,"1,667",-,"0,167",-,"0,3","0,25",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4460,"Minuman Berenergi, Monster, diperkaya dengan vitamin C, B2, B3, B6, B12","88,05",47,"0,47",-,"0,19","11,28",-,"10,93",-,"0,04",-,-,2,77,"0,01","0,002","0,005",-,-,"0,040","0,810","10,160",-,"1,010",-,-,"2,57",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4461,"Minuman Berenergi, Amp, Bebas Gula","98,35",2,-,-,"0,62","1,03",-,-,-,-,3,17,2,31,-,"0,005",-,"0,2",-,-,"0,142","0,833","0,417","0,083",-,-,"0,25",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4462,"Minuman Berenergi, Rockstar","87,08",58,"0,34","0,22","0,05","12,70",-,"12,26",1,"0,05",-,-,6,16,"0,05",-,-,-,-,-,"1,600","9,820","4,167","1,353",-,"0,3","3,77",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4463,"Minuman Berenergi, Rockstar, Bebas Gula","98,35",4,"0,25","0,08","0,62","0,70",-,-,13,"0,02",3,-,3,52,-,"0,005",-,"0,2",-,"0,025","1,417","8,333","4,167","0,833",-,-,"2,50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4464,"Minuman, Horchata, campuran kering, tidak siap, berbagai merek, semua dengan biji morro","4,89",413,"7,50","7,46","1,10","79,05","4,0","38,90",60,"5,80",77,180,180,3,"1,60","0,470","1,200","7,8","0,3","0,030","0,170","2,200","0,410","0,179",12,12,-,2,-,-,-,1,-,-,11,"0,37",-,-,"1,1","2,086","3,174","2,069",-
4465,"Minuman Suplemen Makanan, Nestle, Supligen, Kaleng, Rasa Kacang","77,79",101,"3,50","3,07","0,90","14,74",-,-,110,"2,20",16,110,160,54,"0,42","0,030","0,071",-,"0,7","0,430","1,300","6,600","1,700","0,540",-,-,"0,53",-,-,-,-,-,-,-,-,"0,09",-,-,-,"0,571","1,922","0,178",-
4466,"Minuman sayur dan jus buah, dikurangi kalori, dengan pemanis rendah kalori, ditambah vitamin C","98,78",4,-,-,"0,13","1,10",-,"0,63",8,"0,30",1,1,24,14,"0,01","0,012","0,005",-,"25,1","0,001","0,001","0,013","0,007","0,004",-,"0,2",-,2.09,105,-,3,1.253,-,144,2,"1,13",-,-,"0,1",-,-,-,-
4467,"Minuman susu, mengurangi lemak, beraroma dan dimaniskan, Siap minum, ditambah kalsium, vitamin A dan vitamin D","82,32",77,"3,05","1,83","0,73","12,08","0,4","11,40",164,"0,03",10,85,130,49,"0,45","0,006","0,013","2,3","0,2","0,036","0,172","0,085","0,328","0,035",4,15,"0,49",175,51,51,-,4,-,-,-,"0,03","1,1",45,"0,2","1,124","0,470","0,075","8,00"
4468,"Minuman, campuran sayuran dan jus buah, jus 100%, dengan tambahan vitamin A, C, E","88,40",46,"0,30","0,01","0,13","11,15",-,"10,37",8,"0,31",7,1,101,29,"0,01","0,012",-,-,"28,5","0,001","0,001","0,013",-,"0,016",3,"0,2",-,713,36,-,1,427,-,144,2,"0,87",-,-,"0,1",-,-,-,-
4469,"Minuman jus buah, gula dikurangi, dengan vitamin E ditambahkan","87,58",39,-,"0,07","2,35","10,00",-,"9,00",5,"0,04",2,1,11,2,"0,02",-,"0,011","0,2",-,-,-,"0,015",-,-,1,1,-,-,-,-,-,-,-,-,-,"0,68",-,-,-,"0,008","0,012","0,014",-
4470,"Air, dengan sirup jagung dan / atau gula dan pemanis rendah kalori, rasa buah","94,44",18,-,-,"1,00","4,50",-,"4,50",17,-,3,-,-,8,"0,32","0,007",-,-,"12,7",-,-,"0,844",-,"0,084",8,-,"0,25",106,32,32,-,-,-,-,-,"1,90",-,-,-,-,-,-,-
4471,"Minuman, Horchata, disajikan di restoran","87,10",54,"0,48","0,71","0,19","11,52",-,"9,36",18,"0,01",3,15,34,14,"0,06","0,002","0,010","0,4",-,-,-,"0,047",-,"0,017",-,-,-,-,-,-,-,-,-,-,-,"0,24",-,-,-,-,-,-,-
4472,"Minuman, susu beras, tanpa pemanis","89,28",47,"0,28","0,97","0,30","9,17","0,3","5,28",118,"0,20",11,56,27,39,"0,13","0,037","0,282","2,2",-,"0,027","0,142","0,390","0,146","0,039",2,2,"0,63",208,63,63,-,-,-,-,-,"0,47","1,0",42,"0,2",-,"0,625","0,313",-
4473,"Minuman Berenergi, Vault, Rasa Jeruk","86,73",49,-,-,"0,28","12,99",-,"12,99",2,"0,02",3,-,3,12,-,"0,005",-,"0,2",-,"0,025",-,"0,015",-,-,-,"0,3",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4474,"Minuman Berenergi, Vault Nol, Bebas Gula, Rasa Jeruk","98,35",1,"0,25","0,08","0,62","0,70",-,-,2,"0,02",3,-,3,14,-,"0,005",-,"0,2",-,"0,025",-,"0,015",-,-,-,"0,3",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4475,"Minuman, Pepsico Quaker, Gatorade G2, Rendah Kalori","97,94",8,"0,05","0,01","0,07","1,94",-,"1,30",-,-,-,7,13,45,-,-,-,-,-,-,-,-,-,-,-,-,"3,38",-,-,-,-,-,-,-,-,-,-,-,"0,2",-,-,-,-
4476,"Minuman rasa buah, jus kurang dari 3%, tidak diperkaya dengan vitamin C","83,87",64,-,-,"0,10","16,03",-,"15,85",3,-,1,-,31,36,-,"0,009",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4477,"Minuman rasa buah yang mengandung jus buah kurang dari 3%, dengan vitamin C tinggi","93,20",27,-,-,"0,10","6,67",-,"5,00",3,-,1,-,31,36,-,"0,009",-,-,"25,0",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4478,"Minuman rasa buah, gula berkurang, lebih dari 3% jus buah, vitamin C tinggi, ditambah kalsium","93,00",29,-,"0,37","0,06","6,67",-,"5,00",42,-,1,-,31,25,"0,04",-,-,"0,1","25,0",-,-,-,-,-,2,"0,1",-,3,-,-,-,-,3,-,2,-,"0,3",10,-,-,-,-,-
4479,"Minuman jus buah, jus buah lebih dari 3%, vitamin C tinggi dan ditambahkan thiamin","86,39",54,"0,13",-,"0,31","13,16","0,1","12,11",3,"0,25",5,7,122,61,"0,04","0,013",-,"0,1","25,4","0,095","0,014","0,036",-,"0,032",-,2,-,17,5,5,-,-,-,-,16,"0,05",-,-,-,-,-,-,-
4480,"Minuman, teh, kembang sepatu, diseduh","99,58",-,-,-,"0,42",-,-,-,8,"0,08",3,1,20,4,"0,04",-,"0,477",-,-,-,-,"0,040",-,-,1,"0,4",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4481,"Minuman jus buah, lebih dari 3% jus, vitamin C tinggi","88,10",46,"0,13","0,11","0,31","11,35","0,1","10,69",3,"0,25",5,7,122,8,"0,04","0,013","0,060","0,1","25,0","0,003","0,014","0,036","0,060","0,032",-,2,-,17,5,5,-,-,-,-,16,"0,05",-,-,-,"0,017","0,002","0,030",-
4482,"Minuman, campuran nutrisi, protein tinggi, bubuk","8,30",392,"53,57","10,71","7,03","20,38",-,"3,57",714,"22,50",500,1.429,1,1.214,"18,75","2,500","125,000","87,5","75,0","2,143","2,125","25,000","12,500","2,500",571,180,"6,43",6.25,1.875,1.875,-,-,-,-,-,"16,88","12,5",500,"125,0",-,"2,907","7,268",-
4483,"Ikan, ikan teri, Eropa, mentah","73,37",131,"20,35","4,84","1,44",-,-,-,147,"3,25",41,174,383,104,"1,72","0,211","0,070","36,5",-,"0,055","0,256","14,024","0,645","0,143",9,-,"0,62",50,15,15,-,-,-,-,-,"0,57",-,-,"0,1","1,282","1,182","1,637","60,00"
4484,"Ikan, ikan teri, Eropa, kalengan dalam minyak, padatan yang dikeringkan","50,30",210,"28,89","9,71","11,10",-,-,-,232,"4,63",69,252,544,3.668,"2,44","0,339","0,100","68,1",-,"0,078","0,363","19,903","0,909","0,203",13,85,"0,88",40,12,12,-,-,-,-,-,"3,33","1,7",69,"12,1","2,203","3,770","2,562","85,00"
4485,"Ikan, bass, air tawar, spesies campuran, mentah","75,66",114,"18,86","3,69","1,52",-,-,-,80,"1,49",30,200,356,70,"0,65","0,093","0,889","12,6","2,0","0,075","0,074","1,250","0,750","0,120",15,-,"2,00",100,30,30,-,-,-,-,-,-,-,-,-,"0,780","1,431","1,062","68,00"
4486,"Ikan, bass, belang, mentah","79,22",97,"17,73","2,33","1,04",-,-,-,15,"0,84",40,198,256,69,"0,40","0,031","0,015","36,5",-,"0,100","0,030","2,100","0,750","0,300",9,-,"3,82",90,27,27,-,-,-,-,-,-,-,-,-,"0,507","0,660","0,784","80,00"
4487,"Ikan, bluefish, mentah","70,86",124,"20,04","4,24","1,04",-,-,-,7,"0,48",33,227,372,60,"0,81","0,053","0,021","36,5",-,"0,058","0,080","5,950","0,828","0,402",2,-,"5,39",398,120,120,-,-,-,-,-,-,-,-,-,"0,915","1,793","1,060","59,00"
4488,"Ikan, burbot, mentah","79,26",90,"19,31","0,81","1,16",-,-,-,50,"0,90",32,200,404,97,"0,76","0,200","0,700","12,6",-,"0,372","0,141","1,620","0,150","0,300",1,-,"0,80",15,5,5,-,-,-,-,-,-,-,-,-,"0,163","0,133","0,297","60,00"
4489,"Ikan, butterfish, mentah","74,13",146,"17,28","8,02","1,20",-,-,-,22,"0,50",25,240,375,89,"0,77","0,054","0,015","36,5",-,"0,120","0,150","4,500","0,750","0,300",15,-,"1,90",100,30,30,-,-,-,-,-,-,-,-,-,"3,380","3,380","0,590","65,00"
4490,"Ikan, ikan mas, mentah","76,31",127,"17,83","5,60","1,46",-,-,-,41,"1,24",29,415,333,49,"1,48","0,057","0,042","12,6","1,6","0,115","0,055","1,640","0,750","0,190",15,65,"1,53",30,9,9,-,-,-,-,-,"0,63","24,7",988,"0,1","1,083","2,328","1,431","66,00"
4491,"Ikan, ikan mas, dimasak, panas kering","69,63",162,"22,86","7,17","1,87",-,-,-,52,"1,59",38,531,427,63,"1,90","0,073","0,050","16,2","1,6","0,140","0,070","2,100","0,870","0,219",17,-,"1,47",32,10,10,-,-,-,-,-,-,-,-,-,"1,388","2,985","1,835","84,00"
4492,"Ikan, lele, saluran, liar, mentah","80,36",95,"16,38","2,82","0,96",-,-,-,14,"0,30",23,209,358,43,"0,51","0,034","0,025","12,6","0,7","0,210","0,072","1,907","0,765","0,116",10,-,"2,23",50,15,15,-,-,-,-,-,-,"12,5",500,-,"0,722","0,844","0,865","58,00"
4493,"Ikan, lele, saluran, dimasak, dilapisi tepung roti dan digoreng","58,81",229,"18,09","13,33","1,26","8,04","0,7",-,44,"1,43",27,216,340,280,"0,86","0,101","0,040","13,9",-,"0,073","0,133","2,282","0,730","0,190",30,-,"1,90",28,8,-,-,-,-,-,-,-,-,-,-,"3,288","5,611","3,325","71,00"
4494,"Ikan, kaviar, hitam dan merah, granular","47,50",264,"24,60","17,90","6,50","4,00",-,-,275,"11,88",300,356,181,1.5,"0,95","0,110","0,050","65,5",-,"0,190","0,620","0,120","3,500","0,320",50,491,"20,00",905,271,271,-,-,-,-,648,"1,89","2,9",117,"0,6","4,060","4,631","7,405","588,00"
4495,"Ikan, cisco, mentah","78,93",98,"18,99","1,91","1,20",-,-,-,12,"0,40",17,152,354,55,"0,37","0,072","0,067","12,6",-,"0,088","0,100","2,510","0,750","0,300",15,-,"1,00",100,30,30,-,-,-,-,-,-,-,-,-,"0,421","0,469","0,613","50,00"
4496,"Ikan, cisco, diasap","69,80",177,"16,36","11,90","2,00",-,-,-,26,"0,49",17,150,293,481,"0,30","0,215","0,021","18,1",-,"0,046","0,159","2,310","0,308","0,268",2,95,"4,26",943,283,283,-,-,-,-,-,"0,22","13,3",530,"0,1","1,741","5,484","2,274","32,00"
4497,"Ikan, ikan cod, Atlantik, mentah","81,22",82,"17,81","0,67","1,16",-,-,-,16,"0,38",32,203,413,54,"0,45","0,028","0,015","33,1","1,0","0,076","0,065","2,063","0,153","0,245",7,65,"0,91",40,12,12,-,-,-,-,-,"0,64","0,9",36,"0,1","0,131","0,094","0,231","43,00"
4498,"Ikan, ikan cod, Atlantik, dimasak, panas kering","75,92",105,"22,83","0,86","1,49",-,-,-,14,"0,49",42,138,244,78,"0,58","0,036","0,020","37,6","1,0","0,088","0,079","2,513","0,180","0,283",8,84,"1,05",47,14,14,-,-,-,-,-,"0,81","1,2",46,"0,1","0,168","0,124","0,292","55,00"
4499,"Ikan, ikan cod, Atlantik, kalengan, padatan dan cairan","75,61",105,"22,76","0,86","1,49",-,-,-,21,"0,49",41,260,528,218,"0,58","0,037","0,020","38,1","1,0","0,087","0,079","2,505","0,170","0,282",8,85,"1,05",47,14,14,-,-,-,-,-,"0,82","1,2",47,"0,1","0,167","0,124","0,291","55,00"
4500,"Ikan, ikan cod, Atlantik, kering dan asin","16,14",290,"62,82","2,37","18,67",-,-,-,160,"2,50",133,950,1.458,7.027,"1,59","0,176","0,050","147,8","3,5","0,268","0,240","7,500","1,675","0,864",25,291,"10,00",140,42,42,-,-,-,-,-,"2,84","4,0",161,"0,4","0,462","0,342","0,804","152,00"
4501,"Ikan, cod, Pasifik, mentah (mungkin sebelumnya beku)","83,95",69,"15,27","0,41","1,46",-,-,-,8,"0,16",20,281,235,303,"0,31","0,019","0,012","22,9",-,"0,033","0,045","1,095","0,294","0,117",7,65,"1,98",6,2,2,-,-,-,-,-,"0,54","0,5",20,-,"0,085","0,073","0,164","47,00"
4502,"Ikan, tukang roti, Atlantik, mentah","78,03",104,"17,78","3,17","1,11",-,-,-,15,"0,37",40,210,345,56,"0,42","0,042","0,025","36,5",-,"0,075","0,095","4,200","0,750","0,300",15,67,"2,50",41,12,12,-,-,-,-,-,"1,29","0,7",27,"0,1","1,088","1,149","0,464","61,00"
4503,"Ikan, tukang roti, Atlantik, dimasak, dilapisi tepung roti dan digoreng","59,76",221,"18,20","12,67","1,37","7,54","0,4",-,32,"0,86",42,217,340,348,"0,52","0,065","0,080","38,8",-,"0,090","0,130","4,300","0,740","0,260",34,-,"2,10",75,23,23,-,-,-,-,-,-,-,-,-,"3,476","5,320","2,917","84,00"
4504,"Ikan, cusk, mentah","76,35",87,"18,99","0,69","1,25",-,-,-,10,"0,83",31,204,392,31,"0,38","0,018","0,015","36,5",-,"0,042","0,133","2,686","0,279","0,387",2,-,"1,04",60,18,18,-,-,-,-,-,-,-,-,-,"0,130","0,090","0,280","41,00"
